,amoA.001,amoA.002,amoA.003,amoA.004,amoA.005,amoA.006,amoA.007,amoA.008,amoA.009,amoA.010,amoA.011,amoA.012,amoA.013,amoA.014,amoA.015,amoA.016,amoA.017,amoA.018,amoA.019,amoA.020,amoA.021,amoA.022,amoA.023,amoA.024,amoA.025,amoA.026,amoA.027,amoA.028,amoA.029,amoA.030,amoA.031,amoA.032,amoA.033,amoA.034,amoA.035,amoA.036,amoA.037,amoA.038,amoA.039,amoA.040,amoA.041,amoA.042,amoA.043,amoA.044,amoA.045,amoA.046,amoA.047,amoA.048,amoA.049,amoA.050,amoA.051,amoA.052,amoA.053,amoA.054,amoA.055,amoA.056,amoA.057,amoA.058,amoA.059,amoA.060,amoA.061,amoA.062,amoA.063,amoA.064,amoA.065,amoA.066,amoA.067,amoA.068,amoA.069,amoA.070,amoA.071,amoA.072,amoA.073,amoA.074,amoA.075,amoA.076,amoA.077,amoA.078,fert_level,crop,timepoint,doe,addition,field_rep
68f,27.16216239,10.07703917,9.215519164,27.16216239,8.511663126,27.16216239,27.16216239,9.569725355,27.16216239,27.16216239,9.036075574,5.620049319,10.1475308,9.611329198,9.359978687,8.877617248,27.16216239,27.16216239,27.16216239,27.16216239,27.16216239,9.297993221,27.16216239,9.287609209,9.135037714,27.16216239,27.16216239,27.16216239,27.16216239,27.16216239,27.16216239,9.309556847,27.16216239,27.16216239,27.16216239,27.16216239,27.16216239,27.16216239,5.682560555,27.16216239,27.16216239,27.16216239,7.725937043,9.356151963,27.16216239,27.16216239,27.16216239,27.16216239,27.16216239,27.16216239,8.796546247,8.056209492,27.16216239,27.16216239,9.590585148,9.917545594,8.100997119,9.029905317,8.614941225,27.16216239,27.16216239,27.16216239,27.16216239,27.16216239,27.16216239,9.233856813,27.16216239,27.16216239,27.16216239,27.16216239,27.16216239,27.16216239,27.16216239,27.16216239,27.16216239,27.16216239,27.16216239,27.16216239,0,mxg,f,87,carbon,4
29b,27.20413876,27.20413876,9.698249544,27.20413876,8.424687818,27.20413876,27.20413876,27.20413876,9.162430855,9.223351021,7.863408084,5.728976843,27.20413876,9.084541758,9.8142358,9.261126393,27.20413876,27.20413876,27.20413876,27.20413876,27.20413876,9.244285392,9.298618368,27.20413876,8.358061765,27.20413876,9.96537742,27.20413876,27.20413876,27.20413876,27.20413876,27.20413876,27.20413876,27.20413876,8.62253691,9.307394538,27.20413876,27.20413876,6.027081651,27.20413876,27.20413876,27.20413876,9.090490139,27.20413876,27.20413876,27.20413876,27.20413876,27.20413876,27.20413876,27.20413876,8.151903704,9.953019408,27.20413876,27.20413876,27.20413876,27.20413876,8.178859496,10.1316316,9.805338984,27.20413876,27.20413876,27.20413876,27.20413876,27.20413876,27.20413876,7.952821897,27.20413876,27.20413876,27.20413876,27.20413876,27.20413876,27.20413876,27.20413876,27.20413876,27.20413876,27.20413876,27.20413876,27.20413876,0,corn,b,5,carbon,3
69b,27.32027842,27.32027842,9.408260252,27.32027842,8.724223874,10.08389836,27.32027842,9.128681181,9.144117079,27.32027842,8.103223296,6.288172532,9.701883106,9.512090531,9.538834559,8.642533497,27.32027842,27.32027842,27.32027842,27.32027842,27.32027842,8.218374384,27.32027842,8.50155762,8.050898795,9.909311326,27.32027842,27.32027842,27.32027842,27.32027842,27.32027842,27.32027842,27.32027842,10.21730076,27.32027842,27.32027842,27.32027842,27.32027842,6.974987079,27.32027842,27.32027842,27.32027842,9.902641091,27.32027842,27.32027842,27.32027842,27.32027842,27.32027842,27.32027842,27.32027842,8.754169358,8.87084318,27.32027842,27.32027842,27.32027842,27.32027842,8.528120509,9.800438561,10.30855418,27.32027842,27.32027842,27.32027842,27.32027842,27.32027842,27.32027842,8.981643762,27.32027842,10.11588508,27.32027842,27.32027842,27.32027842,27.32027842,27.32027842,27.32027842,27.32027842,27.32027842,27.32027842,27.32027842,0,mxg,b,5,nitrogen,4
23f,7.850169978,9.555690799,9.77668193,26.77822101,5.785196874,26.77822101,26.77822101,6.199275885,5.342547368,8.506553218,5.920729976,5.153246734,7.212599023,7.720353683,6.738011282,5.321123786,8.280636062,9.004478563,26.77822101,7.288322145,26.77822101,5.618309631,7.371329261,6.014900783,5.920869494,8.134785501,7.099682834,26.77822101,8.40605275,26.77822101,9.23176084,6.434551347,26.77822101,8.827000482,7.811130479,7.121646425,8.446847343,26.77822101,5.20006199,26.77822101,26.77822101,26.77822101,6.456437475,9.436805949,26.77822101,26.77822101,9.378091791,26.77822101,26.77822101,26.77822101,6.050141459,6.174553959,26.77822101,7.84487369,7.440353013,7.932164108,6.062449779,6.492644045,7.209833595,8.056602474,8.734742191,26.77822101,26.77822101,26.77822101,26.77822101,5.946824768,7.972760996,8.174664009,26.77822101,26.77822101,26.77822101,9.643617298,26.77822101,8.494859196,26.77822101,26.77822101,26.77822101,26.77822101,336,corn,f,87,carbon,3
34b,27.57454466,10.33281549,27.57454466,27.57454466,9.642005738,27.57454466,27.57454466,9.77056069,9.51960854,10.09524262,9.328985779,7.121770728,27.57454466,9.767338507,27.57454466,9.333841684,27.57454466,27.57454466,27.57454466,27.57454466,27.57454466,9.814295503,9.675758608,27.57454466,10.48167743,27.57454466,27.57454466,27.57454466,27.57454466,27.57454466,27.57454466,27.57454466,27.57454466,27.57454466,27.57454466,9.21244389,27.57454466,27.57454466,7.642894908,10.50052967,27.57454466,27.57454466,27.57454466,27.57454466,27.57454466,27.57454466,27.57454466,27.57454466,27.57454466,27.57454466,27.57454466,9.495264103,27.57454466,10.37402992,10.06548699,27.57454466,27.57454466,10.31302773,27.57454466,27.57454466,27.57454466,27.57454466,27.57454466,27.57454466,27.57454466,9.164811968,9.964239338,27.57454466,27.57454466,27.57454466,27.57454466,27.57454466,27.57454466,27.57454466,27.57454466,27.57454466,27.57454466,27.57454466,0,corn,b,5,control,4
63f,26.9550972,26.9550972,26.9550972,26.9550972,7.632915969,9.924685597,26.9550972,7.756442922,7.848986111,9.220205458,8.552585905,5.414664087,26.9550972,26.9550972,7.977741707,9.217589646,26.9550972,26.9550972,26.9550972,26.9550972,26.9550972,8.602452275,9.337423429,26.9550972,8.336856501,26.9550972,8.927266893,26.9550972,26.9550972,26.9550972,26.9550972,8.487320819,26.9550972,26.9550972,26.9550972,9.125888089,26.9550972,26.9550972,6.082513078,26.9550972,26.9550972,26.9550972,8.18290471,26.9550972,26.9550972,26.9550972,26.9550972,26.9550972,26.9550972,26.9550972,8.457634955,26.9550972,26.9550972,26.9550972,9.077845262,9.892367492,8.184816668,9.292132194,8.679311314,26.9550972,26.9550972,26.9550972,26.9550972,26.9550972,26.9550972,9.702554901,26.9550972,26.9550972,26.9550972,26.9550972,26.9550972,26.9550972,26.9550972,26.9550972,26.9550972,26.9550972,26.9550972,26.9550972,0,mxg,f,87,nitrogen,3
50f,26.87873829,26.87873829,26.87873829,26.87873829,7.493677389,8.525070731,26.87873829,26.87873829,8.130483217,8.706349401,9.664504071,6.078344586,26.87873829,8.790806871,26.87873829,8.300654168,26.87873829,26.87873829,26.87873829,26.87873829,26.87873829,26.87873829,8.951997525,26.87873829,8.757064537,26.87873829,8.359075797,26.87873829,8.502879068,26.87873829,26.87873829,9.436415228,9.516686913,8.250322463,26.87873829,8.985483019,9.765222939,26.87873829,6.169355963,9.419655685,26.87873829,26.87873829,8.857623962,26.87873829,26.87873829,26.87873829,26.87873829,26.87873829,26.87873829,26.87873829,7.806242715,8.717218777,26.87873829,9.487121955,26.87873829,26.87873829,8.725617137,9.713773088,9.0929461,8.574076391,26.87873829,26.87873829,26.87873829,26.87873829,8.969785954,8.471766503,8.35085642,26.87873829,26.87873829,26.87873829,26.87873829,26.87873829,26.87873829,26.87873829,26.87873829,26.87873829,26.87873829,26.87873829,0,mxg,f,87,carbon,1
66f,8.39951383,7.539288594,7.481171716,25.72957456,4.857532669,25.72957456,8.629508994,8.556345896,6.570872357,7.2277898,4.696803859,4.075213519,6.847198965,6.17152776,6.175388969,5.219716362,7.184917164,6.93345885,7.876676402,6.431062745,25.72957456,5.423938057,6.480143974,7.59631619,5.632722827,6.72342034,7.377719713,25.72957456,5.893847361,25.72957456,25.72957456,7.658875853,6.676854288,5.632960851,25.72957456,6.523067351,5.505672037,25.72957456,4.202544756,25.72957456,7.219062524,5.966860576,6.342122957,7.087118491,6.035396114,5.187067475,5.562512644,25.72957456,5.613140722,25.72957456,5.405789499,4.793204574,6.640795025,6.601949344,7.73577598,5.702295661,4.971156911,6.853231114,7.771774865,7.64556532,7.39051923,8.073147938,8.070818199,25.72957456,7.408546193,6.230690454,7.504417958,8.351070823,25.72957456,7.390423473,25.72957456,8.237108958,25.72957456,6.72620748,25.72957456,25.72957456,25.72957456,25.72957456,336,mxg,f,87,nitrogen,4
69f,27.12805134,9.588366881,9.942089564,27.12805134,7.775598311,27.12805134,27.12805134,27.12805134,7.613245804,9.254967767,8.660118384,5.979531738,9.536453885,27.12805134,10.08074214,8.824927877,27.12805134,27.12805134,27.12805134,27.12805134,27.12805134,8.732233177,8.459136382,27.12805134,8.685903563,27.12805134,9.853181329,27.12805134,27.12805134,27.12805134,27.12805134,9.122127502,27.12805134,27.12805134,27.12805134,27.12805134,27.12805134,27.12805134,6.733677436,27.12805134,27.12805134,27.12805134,9.908027708,27.12805134,27.12805134,27.12805134,27.12805134,27.12805134,27.12805134,27.12805134,8.877993995,8.257351543,27.12805134,27.12805134,27.12805134,27.12805134,8.758340089,27.12805134,27.12805134,9.347749406,27.12805134,9.997011302,27.12805134,27.12805134,27.12805134,9.1856928,10.00187624,27.12805134,27.12805134,27.12805134,27.12805134,27.12805134,27.12805134,27.12805134,27.12805134,27.12805134,27.12805134,27.12805134,0,mxg,f,87,nitrogen,4
36b,27.3311293,27.3311293,9.520754228,27.3311293,9.041140234,27.3311293,27.3311293,10.20758379,9.484730287,9.808836621,8.559363558,7.231164654,27.3311293,8.751706727,9.257331619,9.040940451,10.05246531,9.419032647,27.3311293,27.3311293,27.3311293,8.833107052,8.75283187,27.3311293,10.13961528,10.07156593,8.811574796,27.3311293,8.698920232,27.3311293,27.3311293,9.694389846,27.3311293,27.3311293,9.183798542,8.326560329,27.3311293,27.3311293,6.307430097,27.3311293,10.05664128,27.3311293,27.3311293,9.762153397,27.3311293,27.3311293,27.3311293,27.3311293,27.3311293,9.592924073,9.043611894,9.398347759,27.3311293,27.3311293,10.20618249,27.3311293,7.962247796,9.647503274,9.861307619,9.193896113,27.3311293,27.3311293,27.3311293,27.3311293,27.3311293,9.679261075,27.3311293,27.3311293,27.3311293,27.3311293,27.3311293,27.3311293,27.3311293,27.3311293,27.3311293,27.3311293,27.3311293,27.3311293,0,corn,b,5,nitrogen,4
44f,25.23632662,25.23632662,25.23632662,25.23632662,6.203279039,25.23632662,25.23632662,25.23632662,6.730313613,25.23632662,25.23632662,4.470281224,6.991498004,25.23632662,7.541528257,6.233027494,25.23632662,25.23632662,25.23632662,7.152901015,25.23632662,8.01934782,25.23632662,25.23632662,6.743555564,8.171224183,6.742539096,25.23632662,25.23632662,25.23632662,25.23632662,25.23632662,8.229996015,25.23632662,25.23632662,25.23632662,6.345309207,25.23632662,3.800447288,25.23632662,25.23632662,5.993732616,8.065822983,25.23632662,6.108418316,6.741103912,6.026007801,25.23632662,7.728776258,25.23632662,6.779442123,6.250055044,25.23632662,25.23632662,25.23632662,6.636718006,7.206160333,25.23632662,25.23632662,7.454289025,25.23632662,25.23632662,25.23632662,25.23632662,25.23632662,5.913659298,25.23632662,25.23632662,25.23632662,25.23632662,25.23632662,25.23632662,25.23632662,25.23632662,25.23632662,25.23632662,25.23632662,25.23632662,336,mxg,f,87,carbon,2
23b,9.125950103,9.846509404,7.461644717,27.41560181,5.203295192,27.41560181,27.41560181,6.71560853,6.150557338,7.544374027,6.601086386,5.675586664,6.682136628,7.262713149,6.519529021,6.492176494,8.867898741,9.532673451,27.41560181,6.938129608,27.41560181,5.737051694,7.554553493,6.861735618,6.242798689,27.41560181,8.197156158,27.41560181,27.41560181,27.41560181,9.356754746,7.270023863,27.41560181,9.236395401,10.03110444,8.42677235,8.267483953,27.41560181,5.322845549,27.41560181,27.41560181,27.41560181,6.709768262,9.270518812,27.41560181,27.41560181,10.33868219,27.41560181,27.41560181,27.41560181,7.765704705,6.202642949,27.41560181,8.406356113,7.704867556,7.720292286,6.316037443,6.811916145,7.360660899,7.34965515,9.785931421,27.41560181,27.41560181,27.41560181,27.41560181,6.351281264,8.755942089,7.833721844,27.41560181,27.41560181,27.41560181,27.41560181,27.41560181,9.29855367,27.41560181,27.41560181,27.41560181,27.41560181,336,corn,b,5,carbon,3
17b,26.96358074,26.96358074,7.906169515,8.980822995,6.211561667,26.96358074,26.96358074,26.96358074,6.353463471,8.529076121,6.156207612,5.402222058,7.754561174,8.528212472,7.873261207,6.133164774,8.638866432,9.78479623,26.96358074,7.216308673,26.96358074,7.256112556,8.987424164,9.710471195,6.290679953,6.930912433,6.686136682,26.96358074,7.846698097,26.96358074,26.96358074,8.195514404,6.616850535,6.559904647,9.834114554,7.591082317,7.590407519,8.477276062,5.111695514,26.96358074,8.000097208,7.46709759,7.240264209,26.96358074,6.396403877,9.652156865,7.200707584,26.96358074,6.689131422,8.760335968,6.791376565,6.809773245,26.96358074,26.96358074,26.96358074,6.895322154,6.871393019,9.250283823,9.130133888,7.572883048,26.96358074,9.568555916,9.003218941,26.96358074,9.161347627,7.313622814,8.995198477,26.96358074,9.449391223,6.89410505,26.96358074,9.464720789,26.96358074,9.383684471,26.96358074,26.96358074,26.96358074,26.96358074,336,corn,b,5,carbon,2
8b,9.842276793,9.997780773,27.28277167,27.28277167,9.559549453,27.28277167,27.28277167,27.28277167,27.28277167,27.28277167,8.470998392,6.151605664,27.28277167,9.945446011,27.28277167,7.586551979,27.28277167,27.28277167,27.28277167,9.79466341,27.28277167,27.28277167,9.194745613,10.02293884,8.510280039,27.28277167,8.47878426,27.28277167,27.28277167,27.28277167,27.28277167,27.28277167,27.28277167,9.714694827,27.28277167,27.28277167,27.28277167,27.28277167,6.208041651,27.28277167,10.1830603,27.28277167,9.02644561,27.28277167,8.357772325,8.85312587,9.071150547,27.28277167,9.373246309,8.718602376,9.305534379,9.864301329,27.28277167,9.95027576,27.28277167,8.400799015,8.945329906,27.28277167,27.28277167,9.202483311,27.28277167,27.28277167,27.28277167,27.28277167,27.28277167,27.28277167,27.28277167,27.28277167,27.28277167,27.28277167,27.28277167,27.28277167,27.28277167,27.28277167,27.28277167,27.28277167,27.28277167,27.28277167,0,corn,b,5,carbon,2
27f,8.796912546,7.622915174,6.821772125,26.93975985,5.792706646,26.93975985,26.93975985,6.90841321,4.914914214,6.917953786,5.992582211,5.010018975,6.462837389,7.313478231,6.002700859,5.960563803,8.666912563,8.966047951,8.102059376,6.658654072,26.93975985,5.777174927,7.511474802,6.366335121,5.538215042,6.644304835,6.467690158,26.93975985,26.93975985,26.93975985,7.529849838,7.212332406,8.770704765,8.555477515,8.223315495,7.391682054,8.642519081,26.93975985,5.655577936,26.93975985,26.93975985,26.93975985,6.265657699,26.93975985,8.898767254,9.014677912,9.072161352,26.93975985,26.93975985,26.93975985,6.085274207,5.697986981,26.93975985,8.988864032,8.615142912,6.703693921,5.496202145,6.812588187,7.478873923,7.550051982,7.420732136,26.93975985,8.52932971,26.93975985,9.002477443,5.951093621,8.259105555,7.185834156,26.93975985,26.93975985,9.299893477,26.93975985,26.93975985,7.447658843,26.93975985,26.93975985,26.93975985,26.93975985,336,corn,f,87,nitrogen,4
18b,8.029310743,9.191611174,7.487728903,26.80700698,6.631897905,9.295273041,26.80700698,26.80700698,6.295150002,7.842361345,5.710499837,5.173273176,9.398704392,9.140388476,6.829065966,6.880422129,7.72769791,8.022893137,9.601614402,7.674719386,26.80700698,6.327954771,26.80700698,7.935538989,5.957233985,7.442520847,6.053052737,26.80700698,6.856523166,26.80700698,26.80700698,8.515899048,7.007099163,8.375925238,9.767653145,26.80700698,8.363188266,26.80700698,5.496064182,26.80700698,9.331349926,7.202874765,7.006426011,8.523907881,6.358024848,5.864019116,6.669395787,26.80700698,5.664630354,8.547680153,6.061508243,6.541157498,26.80700698,9.058321301,8.26554931,6.575777333,6.210890574,8.828128707,8.011553828,7.641698908,26.80700698,9.44428124,26.80700698,26.80700698,9.14853204,6.347868476,9.442823037,9.533759154,26.80700698,7.174828438,26.80700698,8.871602269,26.80700698,9.429137894,26.80700698,26.80700698,26.80700698,26.80700698,336,corn,b,5,nitrogen,2
2f,26.97560624,26.97560624,9.24979905,26.97560624,7.867208716,26.97560624,26.97560624,8.175001017,7.273962305,9.80592834,7.678399054,6.81269789,9.055293002,8.783528054,7.42152147,7.543992883,26.97560624,9.311968416,26.97560624,26.97560624,26.97560624,9.424785456,7.807993932,26.97560624,6.78810492,9.885698935,9.125117788,26.97560624,26.97560624,26.97560624,26.97560624,8.228128413,26.97560624,8.667552875,9.713341269,8.578875941,26.97560624,26.97560624,6.417724259,26.97560624,26.97560624,26.97560624,9.088251596,8.843478974,26.97560624,26.97560624,26.97560624,26.97560624,26.97560624,26.97560624,8.975596414,7.489713165,26.97560624,26.97560624,9.722827816,9.484079811,7.496179142,26.97560624,8.557846956,26.97560624,26.97560624,26.97560624,26.97560624,26.97560624,26.97560624,7.954747819,26.97560624,26.97560624,26.97560624,26.97560624,26.97560624,26.97560624,26.97560624,26.97560624,26.97560624,26.97560624,26.97560624,26.97560624,0,corn,f,87,carbon,1
38b,7.25504038,7.576097959,6.847349077,7.724176786,5.226725886,27.42485457,9.98795737,5.834958579,5.497374261,7.324993327,5.652805039,5.518597479,6.455529826,6.436342041,5.578938811,5.408003916,6.17890754,7.862071707,27.42485457,6.481927331,27.42485457,5.677240988,6.465222078,6.122174478,5.362486815,7.790607179,7.28748834,27.42485457,9.579261912,27.42485457,9.590966115,6.76063943,9.589088375,7.078867986,7.619060672,6.53765875,8.049826311,9.415980855,5.050255349,27.42485457,27.42485457,27.42485457,6.36847216,7.511465101,27.42485457,27.42485457,8.683390392,27.42485457,27.42485457,27.42485457,5.665698398,5.828474317,9.057553762,7.534816659,6.273163391,7.037555601,5.25186343,5.733821541,6.461958889,8.127793542,7.741430783,9.010553292,7.28081056,27.42485457,8.28491256,6.20586145,6.67472378,6.779499292,27.42485457,27.42485457,9.153994861,27.42485457,27.42485457,6.843368652,27.42485457,27.42485457,27.42485457,27.42485457,336,mxg,b,5,carbon,
